1;1;Que tan satisfecho esta?;0.20
1;2;Cual es su funcionalidad favorita?;0.20
1;3;Recomendaria la plataforma?;0.20
1;4;Como califica la interfaz?;0.20
1;5;Es facil encontrar lo que busca?;0.20
2;6;Se siente valorado en su trabajo?;0.20
2;7;Tiene las herramientas necesarias?;0.20
2;8;El ambiente laboral es positivo?;0.20
2;9;Siente que hay oportunidades de crecimiento?;0.20
2;10;Recomendaria esta empresa para trabajar?;0.20
3;11;Con que frecuencia usa la plataforma?;0.20
3;12;Ha tenido problemas tecnicos?;0.20
3;13;La navegacion es intuitiva?;0.20
3;14;Encuentra facilmente lo que busca?;0.20
3;15;Como evaluaria su experiencia general?;0.20
4;16;Con que frecuencia usa la plataforma?;0.20
4;17;Ha tenido problemas tecnicos?;0.20
4;18;La navegacion es intuitiva?;0.20
4;19;Encuentra facilmente lo que busca?;0.20
4;20;Como evaluaria su experiencia general?;0.20
5;21;Tiene alguna sugerencia para mejorar?;0.20
5;22;Cual es su nivel de satisfaccion?;0.20
5;23;Recomendaria nuestro servicio?;0.20
5;24;Volveria a utilizarlo?;0.20
5;25;Que aspectos destacaria?;0.20
6;26;El producto cumple con sus expectativas?;0.20
6;27;La calidad percibida es buena?;0.20
6;28;Volveria a comprar este producto?;0.20
6;29;El empaque llego en buenas condiciones?;0.20
6;30;Fue facil de usar el producto?;0.20
7;31;Hay buena comunicacion interna?;0.20
7;32;Se siente respetado por sus colegas?;0.20
7;33;La empresa promueve el bienestar?;0.20
7;34;Existen conflictos frecuentes?;0.20
7;35;Considera que hay un buen liderazgo?;0.20
8;36;Conoce esta marca?;0.20
8;37;Ha probado productos similares?;0.20
8;38;Con que frecuencia consume este tipo de productos?;0.20
8;39;Cual es su opinion sobre los precios?;0.20
8;40;Estaria dispuesto a probar este producto?;0.20
9;41;El contenido fue relevante?;0.20
9;42;El instructor explico claramente?;0.20
9;43;La duracion fue adecuada?;0.20
9;44;Recomendaria esta formacion?;0.20
9;45;Se siente preparado luego del curso?;0.20
10;46;Conoce esta marca?;0.20
10;47;Ha probado productos similares?;0.20
10;48;Con que frecuencia consume este tipo de productos?;0.20
10;49;Cual es su opinion sobre los precios?;0.20
10;50;Estaria dispuesto a probar este producto?;0.20
11;51;Conoce esta marca?;0.20
11;52;Ha probado productos similares?;0.20
11;53;Con que frecuencia consume este tipo de productos?;0.20
11;54;Cual es su opinion sobre los precios?;0.20
11;55;Estaria dispuesto a probar este producto?;0.20
12;56;Se siente valorado en su trabajo?;0.20
12;57;Tiene las herramientas necesarias?;0.20
12;58;El ambiente laboral es positivo?;0.20
12;59;Siente que hay oportunidades de crecimiento?;0.20
12;60;Recomendaria esta empresa para trabajar?;0.20
13;61;Con que frecuencia usa la plataforma?;0.20
13;62;Ha tenido problemas tecnicos?;0.20
13;63;La navegacion es intuitiva?;0.20
13;64;Encuentra facilmente lo que busca?;0.20
13;65;Como evaluaria su experiencia general?;0.20
14;66;El problema fue resuelto satisfactoriamente?;0.20
14;67;El tecnico fue puntual?;0.20
14;68;La comunicacion fue clara?;0.20
14;69;Hubo seguimiento luego del servicio?;0.20
14;70;Recomendaria el servicio tecnico?;0.20
15;71;Que tan seguido usa el servicio?;0.20
15;72;Cual es su funcionalidad favorita?;0.20
15;73;Recomendaria la plataforma?;0.20
15;74;Como califica la interfaz?;0.20
15;75;Es facil encontrar lo que busca?;0.20
16;76;Se siente valorado en su trabajo?;0.20
16;77;Tiene las herramientas necesarias?;0.20
16;78;El ambiente laboral es positivo?;0.20
16;79;Siente que hay oportunidades de crecimiento?;0.20
16;80;Recomendaria esta empresa para trabajar?;0.20
17;81;Conoce esta marca?;0.20
17;82;Ha probado productos similares?;0.20
17;83;Con que frecuencia consume este tipo de productos?;0.20
17;84;Cual es su opinion sobre los precios?;0.20
17;85;Estaria dispuesto a probar este producto?;0.20
18;86;Conoce esta marca?;0.20
18;87;Ha probado productos similares?;0.20
18;88;Con que frecuencia consume este tipo de productos?;0.20
18;89;Cual es su opinion sobre los precios?;0.20
18;90;Estaria dispuesto a probar este producto?;0.20
19;91;Que tan seguido usa el servicio?;0.20
19;92;Cual es su funcionalidad favorita?;0.20
19;93;Recomendaria la plataforma?;0.20
19;94;Como califica la interfaz?;0.20
19;95;Es facil encontrar lo que busca?;0.20
20;96;Que tan seguido usa el servicio?;0.20
20;97;Cual es su funcionalidad favorita?;0.20
20;98;Recomendaria la plataforma?;0.20
20;99;Como califica la interfaz?;0.20
20;100;Es facil encontrar lo que busca?;0.20
21;101;El contenido fue relevante?;0.20
21;102;El instructor explico claramente?;0.20
21;103;La duracion fue adecuada?;0.20
21;104;Recomendaria esta formacion?;0.20
21;105;Se siente preparado luego del curso?;0.20
22;106;El contenido fue relevante?;0.20
22;107;El instructor explico claramente?;0.20
22;108;La duracion fue adecuada?;0.20
22;109;Recomendaria esta formacion?;0.20
22;110;Se siente preparado luego del curso?;0.20
23;111;El producto cumple con sus expectativas?;0.20
23;112;La calidad percibida es buena?;0.20
23;113;Volveria a comprar este producto?;0.20
23;114;El empaque llego en buenas condiciones?;0.20
23;115;Fue facil de usar el producto?;0.20
24;116;Hay buena comunicacion interna?;0.20
24;117;Se siente respetado por sus colegas?;0.20
24;118;La empresa promueve el bienestar?;0.20
24;119;Existen conflictos frecuentes?;0.20
24;120;Considera que hay un buen liderazgo?;0.20
25;121;Con que frecuencia usa la plataforma?;0.20
25;122;Ha tenido problemas tecnicos?;0.20
25;123;La navegacion es intuitiva?;0.20
25;124;Encuentra facilmente lo que busca?;0.20
25;125;Como evaluaria su experiencia general?;0.20
26;126;El problema fue resuelto satisfactoriamente?;0.20
26;127;El tecnico fue puntual?;0.20
26;128;La comunicacion fue clara?;0.20
26;129;Hubo seguimiento luego del servicio?;0.20
26;130;Recomendaria el servicio tecnico?;0.20
27;131;Conoce esta marca?;0.20
27;132;Ha probado productos similares?;0.20
27;133;Con que frecuencia consume este tipo de productos?;0.20
27;134;Cual es su opinion sobre los precios?;0.20
27;135;Estaria dispuesto a probar este producto?;0.20
28;136;Tiene alguna sugerencia para mejorar?;0.20
28;137;Cual es su nivel de satisfaccion?;0.20
28;138;Recomendaria nuestro servicio?;0.20
28;139;Volveria a utilizarlo?;0.20
28;140;Que aspectos destacaria?;0.20
29;141;Se siente valorado en su trabajo?;0.20
29;142;Tiene las herramientas necesarias?;0.20
29;143;El ambiente laboral es positivo?;0.20
29;144;Siente que hay oportunidades de crecimiento?;0.20
29;145;Recomendaria esta empresa para trabajar?;0.20
30;146;El producto cumple con sus expectativas?;0.20
30;147;La calidad percibida es buena?;0.20
30;148;Volveria a comprar este producto?;0.20
30;149;El empaque llego en buenas condiciones?;0.20
30;150;Fue facil de usar el producto?;0.20
31;151;Conoce esta marca?;0.20
31;152;Ha probado productos similares?;0.20
31;153;Con que frecuencia consume este tipo de productos?;0.20
31;154;Cual es su opinion sobre los precios?;0.20
31;155;Estaria dispuesto a probar este producto?;0.20
32;156;El contenido fue relevante?;0.20
32;157;El instructor explico claramente?;0.20
32;158;La duracion fue adecuada?;0.20
32;159;Recomendaria esta formacion?;0.20
32;160;Se siente preparado luego del curso?;0.20
33;161;Que tan seguido usa el servicio?;0.20
33;162;Cual es su funcionalidad favorita?;0.20
33;163;Recomendaria la plataforma?;0.20
33;164;Como califica la interfaz?;0.20
33;165;Es facil encontrar lo que busca?;0.20
34;166;Tiene alguna sugerencia para mejorar?;0.20
34;167;Cual es su nivel de satisfaccion?;0.20
34;168;Recomendaria nuestro servicio?;0.20
34;169;Volveria a utilizarlo?;0.20
34;170;Que aspectos destacaria?;0.20
35;171;Que tan seguido usa el servicio?;0.20
35;172;Cual es su funcionalidad favorita?;0.20
35;173;Recomendaria la plataforma?;0.20
35;174;Como califica la interfaz?;0.20
35;175;Es facil encontrar lo que busca?;0.20
36;176;Tiene alguna sugerencia para mejorar?;0.20
36;177;Cual es su nivel de satisfaccion?;0.20
36;178;Recomendaria nuestro servicio?;0.20
36;179;Volveria a utilizarlo?;0.20
36;180;Que aspectos destacaria?;0.20
37;181;Que tan seguido usa el servicio?;0.20
37;182;Cual es su funcionalidad favorita?;0.20
37;183;Recomendaria la plataforma?;0.20
37;184;Como califica la interfaz?;0.20
37;185;Es facil encontrar lo que busca?;0.20
38;186;Tiene alguna sugerencia para mejorar?;0.20
38;187;Cual es su nivel de satisfaccion?;0.20
38;188;Recomendaria nuestro servicio?;0.20
38;189;Volveria a utilizarlo?;0.20
38;190;Que aspectos destacaria?;0.20
39;191;Se siente valorado en su trabajo?;0.20
39;192;Tiene las herramientas necesarias?;0.20
39;193;El ambiente laboral es positivo?;0.20
39;194;Siente que hay oportunidades de crecimiento?;0.20
39;195;Recomendaria esta empresa para trabajar?;0.20
40;196;Conoce esta marca?;0.20
40;197;Ha probado productos similares?;0.20
40;198;Con que frecuencia consume este tipo de productos?;0.20
40;199;Cual es su opinion sobre los precios?;0.20
40;200;Estaria dispuesto a probar este producto?;0.20
41;201;El producto cumple con sus expectativas?;0.20
41;202;La calidad percibida es buena?;0.20
41;203;Volveria a comprar este producto?;0.20
41;204;El empaque llego en buenas condiciones?;0.20
41;205;Fue facil de usar el producto?;0.20
42;206;Con que frecuencia usa la plataforma?;0.20
42;207;Ha tenido problemas tecnicos?;0.20
42;208;La navegacion es intuitiva?;0.20
42;209;Encuentra facilmente lo que busca?;0.20
42;210;Como evaluaria su experiencia general?;0.20
43;211;Tiene alguna sugerencia para mejorar?;0.20
43;212;Cual es su nivel de satisfaccion?;0.20
43;213;Recomendaria nuestro servicio?;0.20
43;214;Volveria a utilizarlo?;0.20
43;215;Que aspectos destacaria?;0.20
44;216;El contenido fue relevante?;0.20
44;217;El instructor explico claramente?;0.20
44;218;La duracion fue adecuada?;0.20
44;219;Recomendaria esta formacion?;0.20
44;220;Se siente preparado luego del curso?;0.20
45;221;El problema fue resuelto satisfactoriamente?;0.20
45;222;El tecnico fue puntual?;0.20
45;223;La comunicacion fue clara?;0.20
45;224;Hubo seguimiento luego del servicio?;0.20
45;225;Recomendaria el servicio tecnico?;0.20
46;226;El producto cumple con sus expectativas?;0.20
46;227;La calidad percibida es buena?;0.20
46;228;Volveria a comprar este producto?;0.20
46;229;El empaque llego en buenas condiciones?;0.20
46;230;Fue facil de usar el producto?;0.20
47;231;Como califica la atencion recibida?;0.20
47;232;Recomendaria nuestro servicio?;0.20
47;233;El tiempo de espera fue adecuado?;0.20
47;234;El personal fue amable?;0.20
47;235;Volveria a elegirnos?;0.20
48;236;Tiene alguna sugerencia para mejorar?;0.20
48;237;Cual es su nivel de satisfaccion?;0.20
48;238;Recomendaria nuestro servicio?;0.20
48;239;Volveria a utilizarlo?;0.20
48;240;Que aspectos destacaria?;0.20
49;241;Con que frecuencia usa la plataforma?;0.20
49;242;Ha tenido problemas tecnicos?;0.20
49;243;La navegacion es intuitiva?;0.20
49;244;Encuentra facilmente lo que busca?;0.20
49;245;Como evaluaria su experiencia general?;0.20
50;246;Hay buena comunicacion interna?;0.20
50;247;Se siente respetado por sus colegas?;0.20
50;248;La empresa promueve el bienestar?;0.20
50;249;Existen conflictos frecuentes?;0.20
50;250;Considera que hay un buen liderazgo?;0.20
